TOA5,IMNAVAIT-SNOWFENCE,CR1000,12067,CR1000.Std.14,CPU:Imnaviatfence.CR1,11127,Imnaviat,,,,,,,,
10/28/2007 1:40,375,0.534,215.6,0.563,226.9,0.706,-6.037,-0.02,0,0.041,0,0.013,0,11.83,-5.94
10/28/2007 1:50,376,0.764,238.6,0.64,219.5,0.897,-5.937,-0.016,0,0.042,0,0.014,0,11.83,-5.94
10/28/2007 2:00,377,1.005,239.2,0.831,244.3,1.264,-5.788,-0.014,0,0.041,0,0.014,0,11.83,-5.919
10/28/2007 2:10,378,0.603,242.6,0.743,242.6,0.97,-5.729,-0.013,0,0.041,0,0.014,0,11.83,-5.854
10/28/2007 2:20,379,0.367,227.6,0.463,240.7,0.588,-5.738,-0.013,0,0.041,0,0.013,0,11.82,-5.809
10/28/2007 2:30,380,0.539,217.7,0.505,222.1,0.652,-5.648,-0.012,0,0.041,0,0.015,0,11.82,-5.743
10/28/2007 2:40,381,0.598,218.7,0.656,220.8,0.936,-5.579,-0.012,0,0.041,0,0.015,0,11.82,-5.678
10/28/2007 2:50,382,0.559,248.8,0.578,238.9,0.764,-5.52,-0.013,0,0.041,0,0.016,0,11.82,-5.592
10/28/2007 3:00,383,0.451,233.7,0.46,243.4,0.613,-5.48,-0.016,0,0.041,0,0.016,0,11.81,-5.526
10/28/2007 3:10,384,0.387,247.7,0.478,251.8,0.642,-5.51,-0.028,0,0.039,0,0.013,0,11.81,-5.483
10/28/2007 3:20,385,0.421,228.7,0.413,236.9,0.485,-5.579,-0.027,0,0.038,0,0.013,0,11.81,-5.438
10/28/2007 3:30,386,0.363,227.3,0.336,227.4,0.51,-5.689,-0.027,0,0.038,0,0.012,0,11.81,-5.438
10/28/2007 3:40,387,0.686,218.9,0.482,219.5,0.686,-5.649,-0.026,0,0.038,0,0.012,0,11.81,-5.461
10/28/2007 3:50,388,0.622,220.5,0.618,219.1,0.696,-5.609,-0.029,0,0.038,0,0.012,0,11.81,-5.461
10/28/2007 4:00,389,0.559,240.2,0.66,236.6,0.946,-5.481,-0.03,0,0.037,0,0.02,0,11.81,-5.461
10/28/2007 4:10,390,0.583,239.7,0.482,238.3,0.598,-5.501,-0.025,0,0.038,0,0.015,0,11.8,-5.438
10/28/2007 4:20,391,0.421,265.8,0.607,261.6,1.009,-5.492,-0.017,0,0.037,0,0.014,0,11.8,-5.418
10/28/2007 4:30,392,0.519,295.2,0.474,269.2,0.701,-5.374,-0.005,0,0.037,0,0.012,0,11.8,-5.395
10/28/2007 4:40,393,0.495,254,0.546,272.2,0.711,-5.393,0,0,0.035,0,0.01,0,11.8,-5.352
10/28/2007 4:50,394,0.24,263.6,0.434,261.7,0.613,-5.441,-0.004,0,0.034,0,0.009,0,11.8,-5.307
10/28/2007 5:00,395,0.333,292.9,0.494,275.6,0.711,-5.52,0.002,0,0.035,0,0.011,0,11.8,-5.287
10/28/2007 5:10,396,0.235,286.3,0.263,286.1,0.421,-5.491,-0.004,0,0.033,0,0.012,0,11.79,-5.287
10/28/2007 5:20,397,0.568,277.3,0.416,279.5,0.657,-5.421,-0.009,0,0.031,0,0.007,0,11.79,-5.264
10/28/2007 5:30,398,0.456,267.7,0.561,271.5,0.774,-5.492,-0.011,0,0.028,0,0.008,0,11.79,-5.264
10/28/2007 5:40,399,0.564,241.7,0.555,258.2,0.657,-5.502,-0.01,0,0.027,0,0.012,0,11.79,-5.244
10/28/2007 5:50,400,0.382,241,0.529,249.9,0.691,-5.512,-0.012,0,0.025,0,0.008,0,11.79,-5.244
10/28/2007 6:00,401,0.568,246.4,0.599,241.7,0.735,-5.582,-0.01,0,0.023,0,0.003,0,11.79,-5.264
10/28/2007 6:10,402,0.333,251.3,0.497,255.5,0.627,-5.601,-0.012,0,0.022,0,0.009,0,11.79,-5.287
10/28/2007 6:20,403,0.284,266.7,0.463,270.1,0.568,-5.621,-0.008,0,0.025,0,0.008,0,11.79,-5.287
10/28/2007 6:30,404,0.01,272.9,0.257,272.8,0.436,-5.699,-0.009,0,0.026,0,0.005,0,11.79,-5.33
10/28/2007 6:40,405,0,273,0.033,273,0.162,-5.758,-0.009,0,0.026,0,0.006,0,11.78,-5.352
10/28/2007 6:50,406,0.25,213.1,0.067,240.6,0.25,-5.818,-0.004,0,0.028,0,0.006,0,11.78,-5.395
10/28/2007 7:00,407,0.01,213.4,0.105,213.3,0.25,-6.017,0.013,0,0.033,0,0.005,0,11.78,-5.461
10/28/2007 7:10,408,0,213.4,0.001,213.4,0.025,-6.167,0.017,0,0.04,0,0.005,0,11.78,-5.569
10/28/2007 7:20,409,0,213.4,0,0,0,-6.357,0.014,0,0.043,0,0.008,0,11.78,-5.7
10/28/2007 7:30,410,0,213.1,0,0,0,-6.527,0.017,0,0.044,0,0.009,0,11.78,-5.831
10/28/2007 7:40,411,0.412,154,0.148,160.3,0.431,-6.558,0.016,0,0.043,0,0.01,0,11.77,-5.962
10/28/2007 7:50,412,0.225,128.5,0.283,147.9,0.417,-6.619,0.02,0,0.042,0,0.012,0,11.77,-6.073
10/28/2007 8:00,413,0.323,145.2,0.288,132.1,0.348,-6.689,0.019,0,0.039,0,0.012,0,11.77,-6.182
10/28/2007 8:10,414,0.598,139.3,0.397,138,0.617,-6.912,0.021,0,0.041,0,0.014,0,11.77,-6.292
10/28/2007 8:20,415,0.314,140.1,0.41,145.1,0.549,-6.921,0.023,0,0.041,0,0.014,0,11.77,-6.401
10/28/2007 8:30,416,0.426,147.9,0.346,140.3,0.426,-7.002,0.021,0,0.041,0,0.015,0,11.77,-6.511
10/28/2007 8:40,417,0.529,149.9,0.502,149.5,0.554,-7.226,0.021,0,0.04,0,0.018,0,11.77,-6.642
10/28/2007 8:50,418,0.417,148.7,0.468,149.3,0.544,-7.256,0.023,0,0.04,0,0.018,0,11.76,-6.776
10/28/2007 9:00,419,0.397,143.9,0.394,148.3,0.441,-7.348,0.021,0,0.04,0,0.019,0,11.76,-6.929
10/28/2007 9:10,420,0.407,144.8,0.425,138.2,0.48,-7.51,0.018,0,0.04,0,0.018,0,11.76,-7.063
10/28/2007 9:20,421,0.466,144.8,0.433,143.8,0.49,-7.632,0.016,0,0.039,0,0.015,0,11.76,-7.216
10/28/2007 9:30,422,0.426,147.6,0.426,147,0.456,-7.797,0.017,0,0.039,0,0.018,0,11.76,-7.35
10/28/2007 9:40,423,0.157,138.4,0.346,146.2,0.441,-7.725,0.022,0,0.041,0,0.018,0,11.75,-7.483
10/28/2007 9:50,424,0,135.9,0.083,135.9,0.25,-7.623,0.018,0,0.041,0,0.019,0,11.75,-7.571
10/28/2007 10:00,425,0,135.6,0,0,0,-7.228,0.013,0,0.039,0,0.015,0,11.75,-7.639
10/28/2007 10:10,426,0,135.5,0,0,0,-6.622,0.014,0,0.038,0,0.013,0,11.75,-7.594
10/28/2007 10:20,427,0,135.7,0,0,0,-7.226,0.019,0,0.039,0,0.017,0,11.75,-7.505
10/28/2007 10:30,428,0,135.6,0,0,0,-6.983,0.017,0,0.038,0,0.016,0,11.74,-7.415
10/28/2007 10:40,429,0,135.5,0,0,0,-6.851,0.018,0,0.038,0,0.015,0,11.74,-7.327
10/28/2007 10:50,430,0,135.6,0,0,0,-6.418,0.014,0,0.038,0,0.011,0,11.74,-7.194
10/28/2007 11:00,431,0,135.8,0,0,0,-6.902,0.013,0,0.039,0,0.016,0,11.74,-7.04
10/28/2007 11:10,432,0,135.6,0,0,0,-7.073,0.013,0,0.039,0,0.013,0,11.74,-6.952
10/28/2007 11:20,433,0,128,0,0,0,-6.892,0.013,0,0.037,0,0.012,0,11.73,-6.864
10/28/2007 11:30,434,0,127.6,0,0,0,-7.369,0.024,0,0.04,0,0.015,0,11.73,-6.841
10/28/2007 11:40,435,0.534,128.2,0.429,127.8,0.544,-7.745,0.016,0,0.041,0,0.016,0,11.73,-6.864
10/28/2007 11:50,436,0.549,132.3,0.543,130.3,0.559,-7.705,0.012,0,0.039,0,0.016,0,11.73,-6.907
10/28/2007 12:00,437,0.514,124.7,0.546,126.7,0.578,-7.634,0.016,0,0.04,0,0.015,0,11.73,-6.972
10/28/2007 12:10,438,0.377,134.4,0.362,132.3,0.485,-7.684,0.012,0,0.039,0,0.016,0,11.73,-6.995
10/28/2007 12:20,439,0.289,124.2,0.414,128.1,0.5,-6.903,0.029,0,0.038,0,0.013,0,11.72,-7.017
10/28/2007 12:30,440,0.387,126,0.322,124.8,0.407,-7.288,0.011,0,0.042,0,0.014,0,11.71,-6.995
10/28/2007 12:40,441,0.255,113.9,0.335,124.8,0.412,-6.602,0.016,0,0.034,0,0.007,0,11.71,-6.907
10/28/2007 12:50,442,0.078,106.5,0.169,108.9,0.294,-6.17,0.018,0,0.033,0,0.007,0,11.7,-6.796
10/28/2007 13:00,443,0,106.5,0.096,106.5,0.245,-6.119,0.015,0,0.034,0,0.007,0,11.7,-6.688
10/28/2007 13:10,444,0.309,88.2,0.162,90.2,0.318,-6.239,0.006,0,0.03,0,0.006,0,11.7,-6.554
10/28/2007 13:20,445,0.417,77.08,0.428,84.3,0.627,-7.084,0.011,0,0.032,0,0.01,0,11.69,-6.489
10/28/2007 13:30,446,0.372,83.2,0.453,82.6,0.627,-6.489,0.012,0,0.032,0,0.007,0,11.69,-6.511
10/28/2007 13:40,447,0.519,85.9,0.44,85.5,0.519,-7.735,0.027,0,0.034,0,0.01,0,11.7,-6.599
10/28/2007 13:50,448,0.093,250.5,0.278,90.7,0.519,-7.074,0.011,0,0.038,0,0.015,0,11.7,-6.731
10/28/2007 14:00,449,0,322,0.06,305.6,0.284,-6.862,0.006,0,0.036,0,0.011,0,11.69,-6.776
10/28/2007 14:10,450,0,322.1,0,0,0,-6.812,0.014,0,0.032,0,0.007,0,11.69,-6.731
10/28/2007 14:20,451,0.064,106.3,0.009,106.2,0.093,-6.903,0.021,0,0.035,0,0.009,0,11.68,-6.599
10/28/2007 14:30,452,0.461,91.8,0.145,103.5,0.466,-7.145,0.013,0,0.038,0,0.012,0,11.67,-6.378
10/28/2007 14:40,453,0.818,103,0.65,104,0.823,-7.633,0.014,0,0.037,0,0.013,0,11.67,-6.313
10/28/2007 14:50,454,0.882,110,0.841,106,0.907,-7.939,0.014,0,0.038,0,0.014,0,11.69,-6.511
10/28/2007 15:00,455,0.823,108.6,0.906,108.8,1,-8.03,0.022,0,0.037,0,0.013,0,11.7,-6.864
10/28/2007 15:10,456,0.955,118.9,0.831,116.4,0.97,-8.22,0.015,0,0.041,0,0.017,0,11.7,-7.194
10/28/2007 15:20,457,1.005,115.6,0.887,119.3,1.024,-8.01,0.011,0,0.04,0,0.015,0,11.7,-7.483
10/28/2007 15:30,458,0.946,120.7,0.928,120.2,1.063,-7.9,0.017,0,0.041,0,0.017,0,11.7,-7.659
10/28/2007 15:40,459,0.955,127.9,0.908,117.3,1.029,-7.634,0.014,0,0.041,0,0.016,0,11.7,-7.772
10/28/2007 15:50,460,1.088,120.6,0.991,117.9,1.088,-7.551,0.017,0,0.04,0,0.017,0,11.69,-7.795
10/28/2007 16:00,461,1.156,122.8,1.075,117.4,1.176,-7.541,0.014,0,0.041,0,0.017,0,11.69,-7.772
10/28/2007 16:10,462,1.063,114.4,1.033,124,1.137,-7.571,0.013,0,0.041,0,0.017,0,11.69,-7.772
10/28/2007 16:20,463,0.946,129.7,0.945,122,1.039,-7.631,0.016,0,0.041,0,0.017,0,11.69,-7.772
10/28/2007 16:30,464,0.363,184.7,0.574,159.4,0.98,-7.867,0.017,0,0.039,0,0.017,0,11.69,-7.795
10/28/2007 16:40,465,1.122,122.3,0.614,147.7,1.152,-7.306,0.011,0,0.042,0,0.018,0,11.69,-7.838
10/28/2007 16:50,466,1.323,125.5,1.297,125.9,1.406,-7.265,0.017,0,0.042,0,0.018,0,11.69,-7.815
10/28/2007 17:00,467,1.348,132.1,1.386,128.9,1.509,-7.022,0.014,0,0.042,0,0.017,0,11.68,-7.749
10/28/2007 17:10,468,1.514,129.6,1.449,126.7,1.632,-6.992,0.017,0,0.042,0,0.018,0,11.68,-7.682
10/28/2007 17:20,469,1.519,112.4,1.503,119.3,1.656,-7.195,0.016,0,0.042,0,0.017,0,11.68,-7.616
10/28/2007 17:30,470,1.725,124.4,1.534,119.5,1.725,-7.044,0.017,0,0.042,0,0.017,0,11.68,-7.548
10/28/2007 17:40,471,2.014,126.2,1.772,132.1,2.083,-6.832,0.011,0,0.041,0,0.017,0,11.68,-7.505
10/28/2007 17:50,472,1.935,140.6,2.015,135.3,2.254,-6.631,0.012,0,0.041,0,0.019,0,11.68,-7.46
10/28/2007 18:00,473,2.22,142.8,1.906,137.8,2.22,-6.46,0.01,0,0.04,0,0.019,0,11.68,-7.415
10/28/2007 18:10,474,2.19,137.9,2.15,132.6,2.416,-6.46,0.01,0,0.041,0,0.019,0,11.67,-7.35
10/28/2007 18:20,475,1.994,127.1,2.127,127.7,2.381,-6.601,0.005,0,0.041,0,0.017,0,11.67,-7.304
10/28/2007 18:30,476,2.23,123.4,2.292,126.1,2.499,-6.832,0.022,0,0.042,0,0.017,0,11.67,-7.304
10/28/2007 18:40,477,2.685,124.7,2.54,123.8,2.754,-6.964,0.005,0,0.042,0,0.018,0,11.67,-7.372
10/28/2007 18:50,478,2.332,113.7,2.423,122,2.69,-7.227,-0.003,0,0.041,0,0.017,0,11.67,-7.46
10/28/2007 19:00,479,2.729,113.2,2.592,118.3,2.852,-7.45,0.014,0,0.04,0,0.017,0,11.66,-7.594
10/28/2007 19:10,480,3.023,101.8,2.846,111.1,3.17,-7.868,0.003,0,0.038,0,0.016,0,11.66,-7.749
10/28/2007 19:20,481,2.965,118.2,2.876,115.7,3.273,-7.542,0.002,0,0.041,0,0.016,0,11.66,-7.905
10/28/2007 19:30,482,1.744,110.1,2.443,114.2,3.043,-7.674,-0.005,0,0.039,0,0.015,0,11.66,-8.02
10/28/2007 19:40,483,0.578,186.2,0.727,163,1.769,-8.24,0.037,0,0.039,0,0.018,0,11.66,-8.15
10/28/2007 19:50,484,0,214.7,0.091,196.8,0.593,-8.43,-0.011,0,0.043,0,0.017,0,11.66,-8.35
10/28/2007 20:00,485,0.554,189.4,0.102,183.6,0.784,-8.42,-0.015,0,0.037,0,0.017,0,11.65,-8.62
10/28/2007 20:10,486,0.946,134.1,1.233,174.9,2.548,-8.42,-0.044,0,0.038,0,0.015,0,11.65,-8.78
10/28/2007 20:20,487,3.695,102,2.491,114.4,3.695,-8.33,-0.047,0,0.039,0,0.014,0,11.65,-8.92
10/28/2007 20:30,488,3.91,102.5,3.835,102,4.307,-8.33,-0.044,0,0.04,0,0.015,0,11.65,-8.96
10/28/2007 20:40,489,3.91,112.2,3.92,103.8,4.199,-8.45,-0.037,0,0.041,0,0.015,0,11.66,-8.96
10/28/2007 20:50,490,3.401,122.7,3.557,114,4.15,-8.07,-0.043,0,0.04,0,0.016,0,11.65,-8.94
10/28/2007 21:00,491,1.833,162.7,2.935,126.5,3.891,-7.834,-0.042,0,0.04,0,0.017,0,11.65,-8.89
10/28/2007 21:10,492,0.622,198.9,0.812,178,1.754,-8.34,-0.045,0,0.039,0,0.018,0,11.64,-8.82
10/28/2007 21:20,493,0.98,154,0.617,185.1,1.063,-8.27,-0.041,0,0.042,0,0.02,0,11.64,-8.82
10/28/2007 21:30,494,0.951,164.3,1.218,165.1,1.617,-8.01,-0.045,0,0.042,0,0.018,0,11.64,-8.82
10/28/2007 21:40,495,2.538,142.3,2.213,132.2,2.891,-7.244,-0.019,0,0.04,0,0.016,0,11.64,-8.76
10/28/2007 21:50,496,2.548,135.5,2.358,134.6,2.935,-7.041,-0.021,0,0.041,0,0.016,0,11.64,-8.62
10/28/2007 22:00,497,2.43,125,2.82,130.3,3.249,-7,-0.011,0,0.041,0,0.016,0,11.64,-8.44
10/28/2007 22:10,498,3.337,116.3,3.114,123.9,3.822,-6.98,-0.009,0,0.041,0,0.016,0,11.64,-8.28
10/28/2007 22:20,499,3.763,115.4,3.421,120.7,3.763,-6.92,-0.011,0,0.041,0,0.015,0,11.63,-8.13
10/28/2007 22:30,500,3.685,117.2,3.586,116.3,3.954,-6.86,-0.01,0,0.041,0,0.015,0,11.63,-7.973
10/28/2007 22:40,501,3.675,130.5,3.462,118.3,3.866,-6.982,-0.002,0,0.041,0,0.016,0,11.63,-7.86
10/28/2007 22:50,502,4.018,110.4,4,117.3,4.474,-7.073,-0.007,0,0.041,0,0.016,0,11.63,-7.772
10/28/2007 23:00,503,3.513,119.1,3.664,119.6,4.111,-7.083,0.001,0,0.041,0,0.015,0,11.63,-7.704
10/28/2007 23:10,504,4.204,114.8,3.832,118.3,4.346,-7.033,-0.004,0,0.042,0,0.014,0,11.63,-7.659
10/28/2007 23:20,505,3.9,113.6,4.066,116.3,4.665,-7.257,0.006,0,0.042,0,0.016,0,11.63,-7.639
10/28/2007 23:30,506,4.601,112.9,4.269,112.1,4.782,-6.752,0.002,0,0.043,0,0.016,0,11.62,-7.616
10/28/2007 23:40,507,4.366,103.5,4.533,105.2,4.983,-6.993,0.003,0,0.041,0,0.014,0,11.62,-7.571
10/28/2007 23:50,508,4.488,106.7,4.61,106.6,5.062,-7.013,0.007,0,0.041,0,0.016,0,11.62,-7.526
10/29/2007 0:00,509,3.043,112.9,3.653,109.4,4.356,-7.205,0.008,0,0.043,0,0.017,0,11.62,-7.505
10/29/2007 0:10,510,4.964,101.7,4.406,105.1,5.228,-7.014,0.011,0,0.043,0,0.015,0,11.62,-7.505
10/29/2007 0:20,511,4.591,97.1,4.417,103.5,5.032,-7.277,0.009,0,0.042,0,0.016,0,11.61,-7.483
10/29/2007 0:30,512,4.557,122.4,4.223,111.2,5.645,-7.095,0.004,0,0.042,0,0.015,0,11.61,-7.505
10/29/2007 0:40,513,4.954,102,4.141,112.2,4.954,-7.227,0.004,0,0.042,0,0.015,0,11.61,-7.505
10/29/2007 0:50,514,4.327,115.7,4.368,109.1,4.88,-7.125,0.003,0,0.043,0,0.016,0,11.61,-7.526
10/29/2007 1:00,515,1.877,138.5,2.673,148.6,4.866,-7.217,-0.005,0,0.042,0,0.018,0,11.61,-7.548
10/29/2007 1:10,516,4.243,107.4,3.503,115.1,4.459,-6.954,-0.006,0,0.043,0,0.019,0,11.61,-7.594
10/29/2007 1:20,517,3.719,114,4.036,111.3,4.92,-6.994,-0.012,0,0.042,0,0.017,0,11.61,-7.594
10/29/2007 1:30,518,4.533,116.2,4.018,116.2,4.709,-7.004,-0.008,0,0.043,0,0.018,0,11.61,-7.594
10/29/2007 1:40,519,3.504,110.8,4.157,118.4,5.037,-7.086,-0.012,0,0.041,0,0.017,0,11.6,-7.594
10/29/2007 1:50,520,3.66,110.1,3.992,119.2,4.827,-7.127,-0.01,0,0.044,0,0.019,0,11.6,-7.616
10/29/2007 2:00,521,3.219,116.4,3.64,114.1,4.136,-7.381,-0.01,0,0.041,0,0.017,0,11.6,-7.659
10/29/2007 2:10,522,3.729,123.9,3.673,111.9,4.43,-7.493,-0.014,0,0.043,0,0.018,0,11.6,-7.749
10/29/2007 2:20,523,2.533,178.6,3.032,132.7,3.773,-8.7,-0.022,0,0.038,0,0.012,0,11.6,-7.905
10/29/2007 2:30,524,2.038,141,2.06,161.3,3.175,-8.95,-0.041,0,0.043,0,0.017,0,11.6,-8.22
10/29/2007 2:40,525,1.95,116.6,3.003,123.6,3.783,-8.15,-0.044,0,0.041,0,0.014,0,11.6,-8.6
10/29/2007 2:50,526,1.965,129.9,2.908,132.9,3.886,-9.01,-0.031,0,0.045,0,0.022,0,11.6,-8.85
10/29/2007 3:00,527,2.622,172.5,2.332,143.4,3.043,-9.97,-0.003,0,0.04,0,0.012,0,11.6,-9.1
10/29/2007 3:10,528,2.475,167.9,2.905,165.2,3.641,-10.71,-0.007,0,0.04,0,0.013,0,11.6,-9.46
10/29/2007 3:20,529,2.524,112.4,2.27,136.2,3.229,-9.86,-0.004,0,0.041,0,0.012,0,11.6,-9.94
10/29/2007 3:30,530,3.474,119.3,3.179,118.4,3.773,-9.88,0.008,0,0.045,0,0.016,0,11.6,-10.35
10/29/2007 3:40,531,2.538,115,3.205,117.6,3.597,-9.97,-0.003,0,0.039,0,0.014,0,11.59,-10.65
10/29/2007 3:50,532,3.43,117.1,2.763,118.5,3.43,-10.43,0.005,0,0.043,0,0.016,0,11.59,-10.95
10/29/2007 4:00,533,3.425,112.2,2.939,117.2,3.798,-10.5,0.002,0,0.042,0,0.014,0,11.59,-11.25
10/29/2007 4:10,534,3.146,125.1,2.932,120.4,3.553,-11.02,0.003,0,0.041,0,0.016,0,11.59,-11.49
10/29/2007 4:20,535,2.832,123.8,2.932,124.3,3.548,-10.99,0.003,0,0.044,0,0.016,0,11.59,-11.75
10/29/2007 4:30,536,2.71,124.3,2.98,126.6,3.44,-11.31,0.001,0,0.042,0,0.017,0,11.59,-11.96
10/29/2007 4:40,537,2.239,164.7,2.415,152.2,3.121,-12.62,0.007,0,0.039,0,0.012,0,11.59,-12.15
10/29/2007 4:50,538,3.538,123.2,2.723,134.5,3.704,-10.2,0,0,0.04,0,0.014,0,11.58,-12.43
10/29/2007 5:00,539,3.342,124.1,3.064,124.6,3.905,-10.63,0.008,0,0.043,0,0.014,0,11.58,-12.53
10/29/2007 5:10,540,3.283,140.6,2.63,132.5,3.357,-10.5,0.004,0,0.044,0,0.017,0,11.58,-12.55
10/29/2007 5:20,541,3.317,131.5,2.552,134.1,3.317,-11.31,-0.004,0,0.039,0,0.022,0,11.58,-12.58
10/29/2007 5:30,542,2.332,142.8,2.712,136.4,3.273,-11.25,-0.002,0,0.038,0,0.018,0,11.58,-12.6
10/29/2007 5:40,543,2.381,130.3,2.483,135.5,2.622,-11.26,-0.034,0,0.039,0,0.017,0,11.58,-12.69
10/29/2007 5:50,544,2.573,131.4,2.455,129.6,2.656,-11.44,-0.049,0,0.036,0,0.015,0,11.57,-12.81
10/29/2007 6:00,545,3.553,141.3,3.354,131.2,4.023,-10.62,0.015,0,0.043,0,0.024,0,11.57,-12.93
10/29/2007 6:10,546,2.661,173,3.679,153.7,4.288,-9.97,0.003,0,0.034,0,0.007,0,11.57,-12.74
10/29/2007 6:20,547,3.989,127.4,3.524,132.4,4.278,-9.56,0.009,0,0.043,0,0.015,0,11.57,-12.5
10/29/2007 6:30,548,4.474,119.8,4.173,118.2,4.474,-9.73,0.01,0,0.042,0,0.016,0,11.57,-12.29
10/29/2007 6:40,549,3.788,120.8,4.14,118.7,4.464,-10.54,0.008,0,0.039,0,0.014,0,11.57,-12.08
10/29/2007 6:50,550,3.974,137.5,3.782,120.3,4.351,-10.52,0.009,0,0.042,0,0.019,0,11.57,-11.98
10/29/2007 7:00,551,2.484,140.1,3.239,147.1,4.611,-10.11,0.015,0,0.042,0,0.024,0,11.57,-11.93
10/29/2007 7:10,552,2.45,127.6,2.371,135.1,2.837,-10.51,0.012,0,0.037,0,0.012,0,11.57,-11.91
10/29/2007 7:20,553,3.391,147.6,2.912,132.6,3.391,-10.44,0.008,0,0.04,0,0.016,0,11.57,-12.01
10/29/2007 7:30,554,3.116,131.7,2.974,138.6,3.494,-10.58,0.011,0,0.041,0,0.02,0,11.57,-12.03
10/29/2007 7:40,555,2.759,128.3,2.891,132.6,3.298,-10.66,0.012,0,0.039,0,0.019,0,11.56,-12.05
10/29/2007 7:50,556,3.322,122.6,3.022,127,3.518,-10.5,0.009,0,0.044,0,0.016,0,11.56,-12.12
10/29/2007 8:00,557,3.131,112.2,2.856,119.3,3.474,-9.8,-0.007,0,0.041,0,0.013,0,11.56,-12.2
10/29/2007 8:10,558,2.93,118.4,2.862,113.8,3.224,-9.69,-0.041,0,0.042,0,0.017,0,11.56,-12.2
10/29/2007 8:20,559,1.989,136.3,2.456,120.7,2.886,-10.39,-0.052,0,0.035,0,0.015,0,11.56,-12.2
10/29/2007 8:30,560,2.205,129.8,2.28,130.1,2.533,-11.8,-0.043,0,0.038,0,0.014,0,11.56,-12.31
10/29/2007 8:40,561,2.146,116.7,2.239,119.9,2.357,-10.5,-0.024,0,0.035,0,0.005,0,11.56,-12.58
10/29/2007 8:50,562,1.72,128.7,2.224,113.9,2.646,-12.07,-0.014,0,0.036,0,0.013,0,11.56,-12.74
10/29/2007 9:00,563,0.946,123.8,1.675,126,2.156,-9.47,-0.014,0,0.035,0,0.007,0,11.56,-12.98
10/29/2007 9:10,564,1.588,128.4,1.201,121.9,1.593,-11.49,0.003,0,0.038,0,0.003,0,11.56,-13.22
