TOA5,IMNAVAIT-SNOWFENCE,CR1000,12067,CR1000.Std.14,CPU:Imnaviatfence.CR1,11127,Imnaviat,,,,,,,,
10/30/2007 16:40,753,5.008,116,5.033,113,5.439,-9.82,-0.001,0,0.038,0,0.014,0,10.86,-10.84
10/30/2007 16:50,754,5.003,116.1,4.956,115.1,5.174,-9.65,-0.002,0,0.04,0,0.015,0,10.84,-10.95
10/30/2007 17:00,755,5.204,116.3,5.269,119,5.674,-9.92,0.003,0,0.038,0,0.015,0,10.83,-10.98
10/30/2007 17:10,756,4.797,121.9,5.219,121.3,5.846,-9.22,0.003,0,0.038,0,0.016,0,10.8,-10.95
10/30/2007 17:20,757,5.532,120.4,5.381,116.8,5.699,-8.47,-0.009,0,0.04,0,0.015,0,10.78,-10.84
10/30/2007 17:30,758,5.13,106.9,5.409,116.7,5.905,-8.11,-0.007,0,0.04,0,0.015,0,10.76,-10.54
10/30/2007 17:40,759,1.705,202.2,3.599,132.1,5.542,-8.5,0.006,0,0.036,0,0.01,0,10.75,-10.17
10/30/2007 17:50,760,0.397,180.1,1.159,175.2,1.94,-8.56,-0.011,0,0.041,0,0.016,0,10.74,-9.96
10/30/2007 18:00,761,0.936,153,0.722,171.2,1.225,-8.32,-0.012,0,0.034,0,0.009,0,10.74,-9.91
10/30/2007 18:10,762,0.078,30.92,0.62,20.73,1.201,-9,-0.007,0,0.041,0,0.022,0,10.73,-9.96
10/30/2007 18:20,763,0.642,28.9,0.494,45.72,1.161,-8.81,-0.006,0,0.041,0,0.015,0,10.72,-10.1
10/30/2007 18:30,764,0.96,49.93,0.758,60.55,1.161,-8.34,-0.014,0,0.032,0,0.004,0,10.7,-10.19
10/30/2007 18:40,765,0.955,150.9,0.331,105.5,0.96,-8.25,0.007,0,0.033,0,0.013,0,10.69,-10.21
10/30/2007 18:50,766,1.235,172.8,0.789,166.1,1.406,-7.968,0.003,0,0.034,0,0.005,0,10.67,-10.14
10/30/2007 19:00,767,0,279.2,0.814,164.2,1.583,-8.3,0.004,0,0.035,0,0.01,0,10.66,-10.01
10/30/2007 19:10,768,0.304,196.4,0.027,254.3,0.304,-8.94,-0.007,0,0.043,0,0.017,0,10.66,-9.91
10/30/2007 19:20,769,0.221,220.2,0.326,203.3,1.053,-9.5,0.002,0,0.041,0,0.014,0,10.66,-9.98
10/30/2007 19:30,770,1.803,154.2,1.092,173.9,1.823,-9.64,0.005,0,0.04,0,0.014,0,10.66,-10.12
10/30/2007 19:40,771,2.132,198.9,1.804,161,2.475,-8.75,0.009,0,0.042,0,0.016,0,10.63,-10.17
10/30/2007 19:50,772,1.024,256.4,1.42,191.3,1.838,-9.91,-0.007,0,0.034,0,0.009,0,10.62,-10.05
10/30/2007 20:00,773,0.519,131.7,0.735,191.8,1.695,-10.86,0.009,0,0.04,0,0.015,0,10.62,-10.01
10/30/2007 20:10,774,0.911,138.5,1.042,147.6,1.646,-10.26,0.009,0,0.041,0,0.018,0,10.62,-10.1
10/30/2007 20:20,775,0.069,198.2,0.154,145.4,0.711,-10.07,0.005,0,0.039,0,0.017,0,10.61,-10.19
10/30/2007 20:30,776,0,236.5,0.056,225.5,0.397,-9.65,0.005,0,0.037,0,0.013,0,10.59,-10.3
10/30/2007 20:40,777,0.025,220.7,0.404,211.1,0.862,-10.23,0.007,0,0.039,0,0.014,0,10.58,-10.37
10/30/2007 20:50,778,0,278.3,0.651,256.7,2.117,-11.32,0.006,0,0.04,0,0.015,0,10.58,-10.47
10/30/2007 21:00,779,0.681,120,0.561,123.7,1.49,-10.09,0.004,0,0.048,0,0.025,0,10.57,-10.6
10/30/2007 21:10,780,0.887,331.1,0.822,205.4,1.823,-9.88,0.002,0,0.04,0,0.014,0,10.55,-10.63
10/30/2007 21:20,781,0.318,8.83,0.54,312.3,1.137,-10.24,-0.006,0,0.041,0,0.013,0,10.54,-10.58
10/30/2007 21:30,782,1.142,75.19,0.399,319.9,1.152,-10.26,0.003,0,0.045,0,0.016,0,10.53,-10.58
10/30/2007 21:40,783,0.96,217.5,0.793,131,1.421,-8.62,-0.006,0,0.034,0,0.011,0,10.51,-10.54
10/30/2007 21:50,784,0.235,263.2,0.585,282.1,1.318,-11.34,0.001,0,0.04,0,0.014,0,10.51,-10.42
10/30/2007 22:00,785,0.897,213.9,1.331,153.2,3.317,-9.55,-0.012,0,0.033,0,0.007,0,10.49,-10.42
10/30/2007 22:10,786,0.877,162.9,0.529,258.4,1.166,-11.3,-0.002,0,0.041,0,0.015,0,10.5,-10.37
10/30/2007 22:20,787,0.627,256.2,0.695,171.5,1.446,-11.56,0.008,0,0.04,0,0.015,0,10.49,-10.47
10/30/2007 22:30,788,0.72,164,1.012,223.5,1.47,-11.69,0.004,0,0.037,0,0.012,0,10.49,-10.7
10/30/2007 22:40,789,0.907,225.5,0.579,195.2,1.632,-11.73,-0.001,0,0.038,0,0.013,0,10.49,-11.04
10/30/2007 22:50,790,0.559,164,0.983,203.8,1.597,-12.48,-0.011,0,0.04,0,0.016,0,10.48,-11.39
10/30/2007 23:00,791,1.088,125.6,0.872,158.6,1.553,-12.11,-0.013,0,0.042,0,0.015,0,10.48,-11.79
10/30/2007 23:10,792,0.711,133.2,0.427,103.7,1.259,-11.58,0.008,0,0.044,0,0.018,0,10.46,-12.08
10/30/2007 23:20,793,0.578,127.8,1.234,113.3,1.833,-11.78,-0.001,0,0.038,0,0.01,0,10.45,-12.24
10/30/2007 23:30,794,1.382,204.8,1.223,177.5,1.867,-11.25,-0.007,0,0.041,0,0.011,0,10.44,-12.36
10/30/2007 23:40,795,0.225,164.8,1.203,172.1,1.754,-11.51,-0.02,0,0.031,0,0.003,0,10.43,-12.41
10/30/2007 23:50,796,0.397,99,0.473,129.6,1.249,-11.38,-0.015,0,0.039,0,0.012,0,10.42,-12.5
10/31/2007 0:00,797,0.73,169.8,0.522,125.4,1.401,-11.79,-0.025,0,0.034,0,0.016,0,10.41,-12.62
10/31/2007 0:10,798,1.294,140.5,1.068,157.5,1.798,-12.06,-0.009,0,0.036,0,0.013,0,10.4,-12.74
10/31/2007 0:20,799,0.162,124.5,0.858,172.8,1.485,-11.14,-0.013,0,0.04,0,0.016,0,10.39,-12.77
10/31/2007 0:30,800,0.745,103.4,0.566,164.2,1.122,-10.17,0.005,0,0.041,0,0.015,0,10.36,-12.62
10/31/2007 0:40,801,1.147,294.7,0.622,334.3,1.147,-10.26,0.007,0,0.041,0,0.015,0,10.34,-12.36
10/31/2007 0:50,802,1.132,107.7,0.845,34.33,1.421,-10.2,-0.004,0,0.04,0,0.016,0,10.32,-12.03
10/31/2007 1:00,803,1.715,264.6,1.347,234.5,2.524,-11.1,0.002,0,0.038,0,0.012,0,10.32,-11.72
10/31/2007 1:10,804,0.804,71.36,0.869,103.2,1.612,-11.06,0.008,0,0.043,0,0.017,0,10.32,-11.51
10/31/2007 1:20,805,1.166,311.3,1.094,37.78,1.617,-10.35,-0.003,0,0.042,0,0.019,0,10.3,-11.39
10/31/2007 1:30,806,0.294,290.2,0.815,312.1,1.617,-10.73,0.006,0,0.041,0,0.015,0,10.29,-11.23
10/31/2007 1:40,807,0.789,3.649,0.393,323.5,0.789,-11.04,0.007,0,0.043,0,0.016,0,10.28,-11.14
10/31/2007 1:50,808,0,135.3,0.81,349.8,1.475,-11.33,0.002,0,0.042,0,0.015,0,10.28,-11.09
10/31/2007 2:00,809,0.936,272.9,0.716,313.6,1.284,-11.71,-0.002,0,0.04,0,0.014,0,10.26,-11.11
10/31/2007 2:10,810,0,235.7,0.367,272.9,0.951,-12,0.001,0,0.043,0,0.016,0,10.26,-11.18
10/31/2007 2:20,811,0,293.6,0.477,287.8,0.774,-11.76,-0.001,0,0.042,0,0.016,0,10.25,-11.28
10/31/2007 2:30,812,0,76.13,0.387,60.02,0.926,-11.73,-0.004,0,0.042,0,0.015,0,10.24,-11.35
10/31/2007 2:40,813,0.779,102.5,0.057,92.1,0.779,-11.64,-0.002,0,0.043,0,0.016,0,10.23,-11.42
10/31/2007 2:50,814,0.857,103.7,0.597,113.9,0.892,-11.28,-0.002,0,0.042,0,0.016,0,10.21,-11.42
10/31/2007 3:00,815,0.666,115.6,0.767,108.2,1.014,-11.15,-0.004,0,0.043,0,0.016,0,10.19,-11.37
10/31/2007 3:10,816,0,141.4,0.587,132,0.916,-10.83,-0.001,0,0.043,0,0.017,0,10.18,-11.3
10/31/2007 3:20,817,0.196,50.7,0.292,351.4,1.225,-10.99,-0.005,0,0.042,0,0.016,0,10.17,-11.21
10/31/2007 3:30,818,0,343.4,0.244,331.1,0.813,-11.32,-0.005,0,0.042,0,0.015,0,10.15,-11.11
10/31/2007 3:40,819,1.034,14.16,0.305,342.2,1.034,-11.41,-0.004,0,0.043,0,0.017,0,10.15,-11.07
10/31/2007 3:50,820,1.156,42.88,1.143,28.56,1.534,-11.33,-0.004,0,0.042,0,0.016,0,10.14,-11.04
10/31/2007 4:00,821,1.47,20.98,1.055,28.62,1.656,-10.84,-0.005,0,0.043,0,0.017,0,10.13,-11
10/31/2007 4:10,822,0.99,17.04,1.078,15.76,1.47,-10.56,-0.004,0,0.042,0,0.016,0,10.12,-10.95
10/31/2007 4:20,823,1.597,5.906,1.419,17.86,1.754,-10.43,-0.005,0,0.043,0,0.015,0,10.1,-10.84
10/31/2007 4:30,824,1.455,16.42,1.321,13.38,1.578,-10.67,-0.005,0,0.043,0,0.016,0,10.09,-10.67
10/31/2007 4:40,825,1.078,3.697,1.395,10.68,1.754,-10.73,-0.004,0,0.042,0,0.016,0,10.08,-10.58
10/31/2007 4:50,826,1.127,343,1.171,349.7,1.494,-11.42,-0.003,0,0.043,0,0.017,0,10.08,-10.54
10/31/2007 5:00,827,1.544,14.16,1.294,7.558,1.754,-11.25,-0.005,0,0.043,0,0.016,0,10.08,-10.56
10/31/2007 5:10,828,0.735,0.96,1.372,6.149,1.632,-11.4,-0.002,0,0.043,0,0.017,0,10.07,-10.6
10/31/2007 5:20,829,0.343,338.2,0.687,356,1.161,-11.55,-0.004,0,0.042,0,0.015,0,10.06,-10.67
10/31/2007 5:30,830,0,333.7,0.457,336,0.725,-11.63,-0.006,0,0.041,0,0.015,0,10.05,-10.72
10/31/2007 5:40,831,0.323,220.4,0.158,238.5,0.725,-11.91,-0.004,0,0.042,0,0.015,0,10.04,-10.79
10/31/2007 5:50,832,0,49.26,0.066,198.4,0.358,-11.73,-0.001,0,0.043,0,0.015,0,10.04,-10.88
10/31/2007 6:00,833,0.588,266.9,0.247,269.1,0.784,-12.03,-0.002,0,0.041,0,0.014,0,10.03,-10.91
10/31/2007 6:10,834,0.255,210.6,0.319,241.5,0.554,-12.22,-0.004,0,0.043,0,0.016,0,10.02,-10.95
10/31/2007 6:20,835,0.348,158.6,0.457,185.1,0.74,-11.96,-0.003,0,0.044,0,0.017,0,10.01,-11.02
10/31/2007 6:30,836,0.554,118.6,0.364,138.7,0.554,-11.65,-0.003,0,0.044,0,0.017,0,10,-11.09
10/31/2007 6:40,837,0.402,124.9,0.282,125.9,0.769,-11.19,-0.004,0,0.043,0,0.017,0,9.99,-11.09
10/31/2007 6:50,838,0,124.6,0.089,124.8,0.417,-10.8,-0.004,0,0.043,0,0.016,0,9.98,-11.07
10/31/2007 7:00,839,0.529,52.91,0.155,55.82,0.529,-10.61,0.001,0,0.041,0,0.015,0,9.97,-11.02
10/31/2007 7:10,840,0.818,46.77,0.613,49.37,0.818,-10.67,0.003,0,0.039,0,0.013,0,9.97,-11.07
10/31/2007 7:20,841,0.813,49.45,0.936,51.41,1.107,-10.77,-0.008,0,0.035,0,0.009,0,9.97,-11.23
10/31/2007 7:30,842,0.5,58.58,0.625,54.82,0.907,-11.07,-0.001,0,0.032,0,0.005,0,9.97,-11.51
10/31/2007 7:40,843,0.568,33.23,0.4,54.01,0.652,-11.44,-0.014,0,0.034,0,0.009,0,9.97,-11.89
10/31/2007 7:50,844,0.181,32.99,0.496,31.2,0.711,-12.01,-0.019,0,0.036,0,0.008,0,9.96,-12.31
10/31/2007 8:00,845,0.838,52.54,0.609,45.59,1.029,-11.96,-0.028,0,0.029,0,0.001,0,9.96,-12.74
10/31/2007 8:10,846,0.397,57.92,0.542,54.52,0.897,-11.48,-0.024,0,0.035,0,0.004,0,9.95,-13.08
10/31/2007 8:20,847,0.505,75.31,0.458,67.34,0.617,-11.22,-0.024,0,0.033,0,0.002,0,9.93,-13.25
10/31/2007 8:30,848,0.711,74.54,0.539,74.98,0.745,-11.27,-0.031,0,0.03,0,0.003,0,9.92,-13.3
10/31/2007 8:40,849,1.024,60.42,0.637,69.72,1.024,-11.93,-0.035,0,0.03,0,0.003,0,9.92,-13.34
10/31/2007 8:50,850,1.397,79.83,1.142,65.08,1.397,-11.82,-0.04,0,0.029,0,0.002,0,9.9,-13.49
10/31/2007 9:00,851,0.779,65.9,1.216,75.29,1.622,-12.23,-0.03,0,0.031,0,0.002,0,9.91,-13.71
10/31/2007 9:10,852,1.152,48.61,1.079,62.98,1.446,-12.13,-0.04,0,0.03,0,0,0,9.89,-13.9
10/31/2007 9:20,853,1.156,55.34,1.347,51.85,1.607,-13.56,-0.031,0,0.035,0,0.008,0,9.89,-14.1
10/31/2007 9:30,854,0.936,49.14,0.912,42.04,1.107,-13.69,-0.025,0,0.035,0,0.007,0,9.88,-14.35
10/31/2007 9:40,855,1.215,55.15,1.098,41.07,1.352,-13.68,-0.033,0,0.036,0,0.009,0,9.87,-14.59
10/31/2007 9:50,856,1.024,51.98,1.221,51.34,1.475,-13.71,-0.028,0,0.036,0,0.006,0,9.85,-14.79
10/31/2007 10:00,857,0.564,28.25,0.935,39.84,1.186,-13.51,-0.031,0,0.037,0,0.01,0,9.83,-14.94
10/31/2007 10:10,858,0.147,60.43,0.474,54.65,0.725,-12.84,-0.033,0,0.036,0,0.009,0,9.81,-14.97
10/31/2007 10:20,859,0.279,116.4,0.234,104.7,0.637,-13.12,-0.031,0,0.04,0,0.011,0,9.78,-14.79
10/31/2007 10:30,860,0.617,160.8,0.543,137.2,0.833,-12.29,-0.029,0,0.034,0,0.009,0,9.76,-14.57
10/31/2007 10:40,861,0.941,134.8,0.893,133.2,1.284,-12.41,-0.009,0,0.04,0,0.013,0,9.73,-14.22
10/31/2007 10:50,862,1.22,124.8,1.007,132.5,1.22,-12.02,0.009,0,0.041,0,0.014,0,9.7,-13.81
10/31/2007 11:00,863,0,141.9,0.399,135.4,1.156,-10.8,0,0,0.041,0,0.013,0,9.66,-13.3
10/31/2007 11:10,864,0,77.43,0.066,94.3,0.387,-10.77,-0.002,0,0.04,0,0.013,0,9.62,-12.65
10/31/2007 11:20,865,0.358,333.8,0.065,72.2,0.358,-10.55,-0.007,0,0.04,0,0.012,0,9.6,-12.03
10/31/2007 11:30,866,0.083,5.811,0.25,349.7,0.539,-10.4,-0.01,0,0.039,0,0.012,0,9.58,-11.44
10/31/2007 11:40,867,0.867,21.85,0.76,21.12,1.103,-10.45,-0.009,0,0.041,0,0.015,0,9.57,-10.91
10/31/2007 11:50,868,0.833,16.04,1.152,17.58,1.431,-10.61,-0.009,0,0.041,0,0.014,0,9.54,-10.51
10/31/2007 12:00,869,0.294,27.75,0.663,28.4,1.039,-9.91,-0.013,0,0.039,0,0.013,0,9.45,-10.12
10/31/2007 12:10,870,0.975,0.672,0.779,9.7,1.039,-10.01,-0.013,0,0.039,0,0.013,0,9.38,-9.66
10/31/2007 12:20,871,0.701,334.1,0.79,343.4,1.127,-10.85,-0.016,0,0.038,0,0.011,0,9.39,-9.32
10/31/2007 12:30,872,0.461,288,0.793,330.1,1.279,-11.51,-0.002,0,0.038,0,0.01,0,9.39,-9.14
10/31/2007 12:40,873,0.191,264.2,0.221,266.5,0.769,-10.95,-0.019,0,0.033,0,0.007,0,9.35,-9.19
10/31/2007 12:50,874,0.514,223.1,0.111,227.2,0.676,-10.71,-0.023,0,0.035,0,0.008,0,9.28,-9.23
10/31/2007 13:00,875,0.26,186.6,0.28,206.3,0.534,-10.4,-0.021,0,0.035,0,0.006,0,9.29,-9.25
10/31/2007 13:10,876,0.583,142.4,0.07,171.4,0.583,-10.55,-0.018,0,0.035,0,0.007,0,9.28,-9.32
10/31/2007 13:20,877,0,142.6,0.159,142.4,0.573,-10.96,-0.016,0,0.036,0,0.01,0,9.29,-9.39
10/31/2007 13:30,878,0,142.6,0.064,142.8,0.412,-10.69,-0.008,0,0.035,0,0.008,0,9.26,-9.46
10/31/2007 13:40,879,0.318,234.5,0.067,158.9,0.333,-11.11,-0.018,0,0.035,0,0.009,0,9.27,-9.5
10/31/2007 13:50,880,0,220,0.074,222.4,0.407,-11.1,-0.012,0,0.035,0,0.008,0,9.27,-9.6
10/31/2007 14:00,881,0.598,112.5,0.051,112.3,0.617,-11.6,-0.009,0,0.037,0,0.01,0,9.27,-9.69
10/31/2007 14:10,882,0.514,52.24,0.689,67.4,1.254,-12.27,-0.006,0,0.039,0,0.013,0,9.34,-9.87
10/31/2007 14:20,883,0,29.05,0.194,33.14,0.529,-11.97,-0.011,0,0.04,0,0.014,0,9.37,-10.14
10/31/2007 14:30,884,0,28.95,0,0,0,-11.72,0,0,0.037,0,0.009,0,9.4,-10.44
10/31/2007 14:40,885,0.27,129.8,0.198,128.6,0.843,-12.79,-0.001,0,0.04,0,0.013,0,9.42,-10.84
10/31/2007 14:50,886,1.935,94.3,0.944,105.6,1.935,-12.25,-0.005,0,0.034,0,0.009,0,9.45,-11.28
10/31/2007 15:00,887,0.23,109.2,0.784,93.2,2.156,-12.1,-0.013,0,0.035,0,0.01,0,9.46,-11.72
10/31/2007 15:10,888,0,120.1,0.143,116.1,0.745,-13.44,0.001,0,0.042,0,0.017,0,9.46,-12.12
10/31/2007 15:20,889,0.588,197.4,0.284,212.1,1.392,-12.83,-0.003,0,0.037,0,0.012,0,9.45,-12.46
10/31/2007 15:30,890,0.73,158.6,0.732,183.6,1.103,-13.05,0.004,0,0.038,0,0.014,0,9.46,-12.74
10/31/2007 15:40,891,0.931,90.4,0.649,146.1,1.22,-12.76,-0.011,0,0.039,0,0.011,0,9.46,-12.93
10/31/2007 15:50,892,1.764,72.24,0.966,78.95,1.867,-11.94,-0.007,0,0.038,0,0.013,0,9.46,-13.13
10/31/2007 16:00,893,1.196,68.87,0.959,70.95,1.514,-11.79,-0.004,0,0.043,0,0.015,0,9.46,-13.18
10/31/2007 16:10,894,0.451,26.22,1.077,53.6,1.637,-11.26,0.001,0,0.04,0,0.013,0,9.44,-13.1
10/31/2007 16:20,895,1.058,42.17,0.776,45.94,1.058,-10.96,-0.004,0,0.039,0,0.013,0,9.43,-12.93
10/31/2007 16:30,896,1.23,65.32,0.723,71.92,1.23,-11.17,-0.001,0,0.042,0,0.016,0,9.41,-12.74
10/31/2007 16:40,897,1.676,64.02,1.191,69.12,2.009,-10.26,-0.004,0,0.043,0,0.017,0,9.4,-12.53
10/31/2007 16:50,898,0.554,250.2,0.761,349.2,1.705,-10.98,-0.004,0,0.039,0,0.013,0,9.39,-12.22
10/31/2007 17:00,899,0.338,274.8,0.726,271.5,1.122,-11.46,0.002,0,0.038,0,0.012,0,9.39,-12.03
10/31/2007 17:10,900,0.735,65.43,0.333,89.4,1.249,-11.71,-0.004,0,0.038,0,0.013,0,9.38,-12.05
10/31/2007 17:20,901,0.843,105.1,0.118,72.44,0.843,-11.7,0.001,0,0.036,0,0.008,0,9.38,-12.2
10/31/2007 17:30,902,0.911,133.4,0.648,124.3,1.269,-12.19,-0.016,0,0.04,0,0.013,0,9.37,-12.39
10/31/2007 17:40,903,1.382,158.5,1.376,143.4,1.725,-12.6,-0.002,0,0.04,0,0.014,0,9.36,-12.62
10/31/2007 17:50,904,0.426,190.1,1.292,166.5,1.882,-11.97,-0.005,0,0.041,0,0.014,0,9.35,-12.79
10/31/2007 18:00,905,1.568,317.5,1.651,115.7,2.749,-11.33,-0.004,0,0.049,0,0.022,0,9.33,-12.74
10/31/2007 18:10,906,0.857,195.9,1.084,259.9,1.534,-10.9,-0.005,0,0.038,0,0.011,0,9.3,-12.55
10/31/2007 18:20,907,1.284,158.4,1.062,172.2,1.583,-11.67,-0.008,0,0.038,0,0.009,0,9.3,-12.46
10/31/2007 18:30,908,1.803,144.9,1.55,154.7,1.882,-11.48,-0.005,0,0.036,0,0.015,0,9.29,-12.43
10/31/2007 18:40,909,1.465,166.5,1.373,164.9,1.833,-11.02,-0.005,0,0.037,0,0.01,0,9.28,-12.39
10/31/2007 18:50,910,1.857,138.3,1.444,164.4,1.857,-10.23,o,0,0.038,0,0.015,0,9.25,-12.27
10/31/2007 19:00,911,1.749,148,1.492,145.9,1.828,-9.79,0,0,0.043,0,0.017,0,9.23,-12.05
10/31/2007 19:10,912,0.348,121.1,1.055,130.5,1.857,-8.22,-0.006,0,0.044,0,0.019,0,9.2,-11.7
10/31/2007 19:20,913,1.068,112.6,0.589,146,1.088,-8.07,-0.005,0,0.041,0,0.013,0,9.19,-11.3
10/31/2007 19:30,914,0.088,53.1,0.378,89.7,1.024,-7.915,-0.01,0,0.027,0,-0.001,0,9.19,-10.98
10/31/2007 19:40,915,0.51,70.68,0.57,28.84,1.205,-9.78,-0.003,0,0.038,0,0.011,0,9.19,-10.84
10/31/2007 19:50,916,1.955,43.79,1.344,34.8,2.185,-9.85,-0.007,0,0.034,0,0.008,0,9.17,-10.86
10/31/2007 20:00,917,1.303,68.56,1.367,65.24,1.695,-8.82,-0.015,0,0.033,0,0.015,0,9.16,-10.98
10/31/2007 20:10,918,0.73,55.22,0.75,44.48,1.117,-8.58,-0.011,0,0.035,0,0.007,0,9.15,-11.09
10/31/2007 20:20,919,1.798,91.2,1.673,96,2.47,-9.32,-0.007,0,0.037,0,0.01,0,9.14,-11.16
10/31/2007 20:30,920,0.701,155.2,1.473,111.7,2.705,-9.11,-0.003,0,0.045,0,0.018,0,9.12,-11.28
10/31/2007 20:40,921,1.083,140.4,1.333,132.3,1.823,-9.94,-0.006,0,0.04,0,0.019,0,9.11,-11.3
10/31/2007 20:50,922,1.749,138.1,1.523,138.5,1.945,-9.45,-0.01,0,0.036,0,0.013,0,9.09,-11.35
10/31/2007 21:00,923,1.793,130.9,1.764,132.8,2.195,-8.56,-0.013,0,0.04,0,0.013,0,9.07,-11.37
10/31/2007 21:10,924,2.195,161.3,1.516,145.9,2.195,-9.85,-0.014,0,0.032,0,0.003,0,9.05,-11.32
10/31/2007 21:20,925,0.975,155.9,1.459,159.1,2.21,-8.58,0.001,0,0.037,0,0.01,0,9.04,-11.35
10/31/2007 21:30,926,2.22,141.2,1.903,158.2,2.533,-8.68,-0.006,0,0.035,0,0.017,0,9.03,-11.37
10/31/2007 21:40,927,1.955,130.8,2.173,158.1,2.69,-9.12,-0.012,0,0.035,0,0.011,0,9.01,-11.3
10/31/2007 21:50,928,2.901,144.3,2.221,143.5,2.901,-8.87,0.005,0,0.04,0,0.016,0,9,-11.25
10/31/2007 22:00,929,2.7,178.9,2.41,154.6,2.881,-7.651,-0.005,0,0.041,0,0.016,0,8.98,-11.11
10/31/2007 22:10,930,2.298,161.4,2.312,153.5,2.989,-7.447,-0.005,0,0.039,0,0.013,0,8.95,-10.79
10/31/2007 22:20,931,2.813,161.9,2.661,163.2,3.41,-6.437,-0.008,0,0.04,0,0.011,0,8.93,-10.33
10/31/2007 22:30,932,3.058,138.3,2.732,146.6,3.709,-6.416,-0.011,0,0.042,0,0.016,0,8.92,-9.87
10/31/2007 22:40,933,2.739,127.7,2.594,135.6,3.028,-6.658,-0.011,0,0.04,0,0.012,0,8.91,-9.5
10/31/2007 22:50,934,2.548,123.5,2.801,126.6,3.244,-6.899,-0.011,0,0.039,0,0.016,0,8.89,-9.23
10/31/2007 23:00,935,2.465,130.1,2.456,128.3,2.911,-7.081,-0.016,0,0.036,0,0.016,0,8.88,-9.03
10/31/2007 23:10,936,2.803,130.8,2.566,130.4,3.048,-6.859,-0.014,0,0.038,0,0.015,0,8.87,-8.87
10/31/2007 23:20,937,2.524,135.9,2.561,129.7,2.759,-6.737,-0.013,0,0.039,0,0.016,0,8.85,-8.71
10/31/2007 23:30,938,1.7,132,1.968,136.6,2.573,-5.975,-0.014,0,0.038,0,0.016,0,8.84,-8.46
10/31/2007 23:40,939,0.882,153.5,1.245,131.9,2.068,-4.728,-0.024,0,0.031,0,0.008,0,8.82,-8.17
10/31/2007 23:50,940,1,31.46,1.473,103.5,2.254,-6.196,-0.022,0,0.032,0,0.008,0,8.82,-7.928
11/1/2007 0:10,941,1.289,8.26,1.169,2.769,1.387,-6.941,-0.02,0,0.031,0,0.006,0,8.81,-7.795
11/1/2007 0:20,942,1.514,55.15,1.564,34.12,1.906,-7.204,-0.009,0,0.036,0,0.01,0,8.81,-7.928
